DNI;Nombre;Ocupacion;Estado Civil;Ingreso Mensual;Edad;Sexo
7193238;Gerardo Calderon-Torralba;Actor;Divorciado/a;3783;65;M
6774264;Marita Elena Uribe Novoa;Medico;Viudo/a;5098;27;M
25452416;Juan Rodriguez Feijoo;Comerciante;Casado/a;14393;72;M
93512648;Paloma Morcillo Cerro;Futbolista;Viudo/a;1788;33;M
45809964;Ruperto Campillo Silva;Veterinario;Divorciado/a;4782;18;M
8921410;Luis Miguel Lillo Bou;Futbolista;Soltero/a;16298;42;F
27024460;Lidia Bertran Ibarra;Arquitecto;Casado/a;3934;46;M
77536783;Juan Pablo Salinas;Carpintero;Viudo/a;7320;26;M
88142529;Geraldo Jose Manuel Lago Segui;Medico;Divorciado/a;9232;65;M
12139673;Carmelo Galvan Poza;Psicologo;Soltero/a;7009;71;F
76635966;Clarisa Marti Manso;Chef;Soltero/a;1634;38;F
25849660;Evangelina Maza Llado;Ingeniero;Casado/a;15987;76;F
63911172;Dan Jorda Vallejo;Fotografo;Viudo/a;3057;39;M
29275274;Lupe Alamo Escalona;Actor;Soltero/a;13032;60;F
972492;Julieta Galan Pou;Analista de datos;Viudo/a;17179;75;M
1570974;Maria Belen de Munoz;Comerciante;Casado/a;3272;77;M
39160296;Adelardo Sancho Pedrosa;Contador;Divorciado/a;7056;55;M
1018601;Joaquin Bou;Policia;Divorciado/a;7557;76;M
63480482;Teodoro Pont Molins;Psicologo;Viudo/a;8015;76;F
80242433;Adolfo Luz Almagro;Cientifico;Soltero/a;11244;62;M
34514590;Yessica Almudena Montenegro Giner;Disenador;Divorciado/a;7959;20;M
30520737;Salomon Aguirre-Vega;Abogado;Viudo/a;2743;69;F
58005821;Luis Miguel Castellanos Rosell;Ingeniero;Divorciado/a;4141;41;F
45534589;Bernarda del Sanmiguel;Ingeniero;Viudo/a;14641;47;F
7386009;Maximino Morera Gaya;Ingeniero;Casado/a;12523;35;M
65237562;Alba Marcia Bartolome Mayoral;Docente;Viudo/a;3238;38;M
40494835;Anacleto Garcia Calleja;Enfermero;Casado/a;19890;35;F
88423916;Cesar Julia-Izquierdo;Analista de datos;Casado/a;7615;79;F
78824306;Viviana Encarnita Almazan Abascal;Plomero;Casado/a;3702;51;F
12559181;Soraya Canales Tome;Contador;Viudo/a;7151;23;F
60335266;Josefa Jurado Tormo;Plomero;Soltero/a;1676;39;F
32287824;Pancho de Salom;Futbolista;Casado/a;18667;20;F
12576228;Carina Herranz Ballesteros;Programador;Soltero/a;2511;51;F
63658843;Reyes de Pellicer;Policia;Casado/a;1387;70;M
60225421;Rene de Ojeda;Enfermero;Soltero/a;12843;49;M
1473730;Adelina del Cobos;Medico;Divorciado/a;4750;78;F
63797886;Emma Ripoll Lobato;Enfermero;Viudo/a;5683;62;F
86340863;Bernardino Bautista Hidalgo;Psicologo;Divorciado/a;16878;42;F
62733397;Jose Maria Canas Noguera;Medico;Casado/a;1483;53;F
25818494;Natalia Arribas;Carpintero;Viudo/a;5533;18;M
14382853;Lucho Reig Manzano;Consultor;Viudo/a;8985;74;M
88114593;Adelaida de Diego;Fotografo;Divorciado/a;10673;50;M
13789373;Maxi Camino Cortes;Tecnico de laboratorio;Casado/a;3227;59;M
69644715;Africa Bautista Fuente;Cientifico;Viudo/a;3524;41;F
65559655;Prudencio Santamaria Blanco;Contador;Divorciado/a;19538;36;M
71001266;Jose Mari de Hernando;Psicologo;Soltero/a;3776;71;M
71618236;Ariadna del Baquero;Abogado;Viudo/a;1543;63;F
86076683;Iban Hilario Yanez Estrada;Electricista;Soltero/a;7267;38;M
47206752;Romulo Pombo Yanez;Policia;Soltero/a;5270;25;M
99287709;Almudena Chaparro Berenguer;Plomero;Soltero/a;9552;24;F
91949715;Vera Carro-Quintero;Bombero;Divorciado/a;9876;22;M
78613593;Benita Calderon Cadenas;Enfermero;Viudo/a;8356;57;F
78893525;Gala Nino;Bombero;Casado/a;17786;53;M
39516372;Alondra Castellanos Mulet;Carpintero;Casado/a;2333;68;F
92218468;Timoteo de Perea;Veterinario;Soltero/a;1093;69;F
59460338;Amelia de Rodenas;Bombero;Viudo/a;2467;34;F
28504658;Sebastian de Mosquera;Cientifico;Viudo/a;6812;58;F
20936686;Paz Juan Juan;Consultor;Viudo/a;1084;34;F
20699065;Sandra Vigil-Valera;Actor;Viudo/a;9352;42;M
73710804;Marciano Hernando Arregui;Disenador;Divorciado/a;12022;76;M
50753745;Ines del Alcala;Programador;Viudo/a;1709;44;F
47206907;Alejandra Salome Salvador Arranz;Medico;Divorciado/a;2089;50;M
94257309;Reynaldo del Amador;Plomero;Viudo/a;6125;34;F
83656218;Gabriela Adriana Teruel Abad;Carpintero;Soltero/a;6132;62;M
75311162;Baudelio Eligio Trillo Diez;Gerente;Divorciado/a;6201;60;M
50023675;Teo Trillo Ballesteros;Futbolista;Soltero/a;1992;28;F
90487910;Perla de Figuerola;Medico;Casado/a;1615;70;F
21800063;Moreno Malo Marquez;Programador;Soltero/a;1466;60;M
12335104;Celestina de Ayllon;Policia;Casado/a;2931;70;M
48134173;Emiliana Palomo Canton;Actor;Divorciado/a;2521;31;F
80662204;Melisa Herrero;Agricultor;Divorciado/a;1073;22;F
98189517;Tatiana del Pardo;Futbolista;Casado/a;1298;31;F
84541848;Jorge Ferrando Villalba;Agricultor;Casado/a;6390;32;F
9194683;Gabino de Amigo;Agricultor;Casado/a;3500;42;M
65697606;Zaida Quintana;Actor;Divorciado/a;8176;25;F
87515825;Caridad Alvaro Ramos;Medico;Soltero/a;19523;61;M
1403476;Roxana Checa Valera;Contador;Soltero/a;1560;29;M
80333491;Rafaela Romero Silva;Consultor;Soltero/a;9177;21;M
42800843;Esther Crespo Gomez;Veterinario;Soltero/a;10726;75;M
15168790;Odalys Galvez Amor;Plomero;Divorciado/a;5347;38;M
58237786;Saturnina Larrea Catala;Abogado;Soltero/a;1579;24;F
7282501;Mariana Castells Saavedra;Cientifico;Casado/a;8669;78;M
93827285;Ricarda Hervas Olmedo;Carpintero;Casado/a;1959;54;M
66879767;Socorro Sandoval Berrocal;Cientifico;Soltero/a;5370;53;F
86218357;Carla Vergara;Enfermero;Casado/a;2343;52;M
81049740;Florentina del Gutierrez;Actor;Soltero/a;5912;63;F
40468330;Angelica Vara-Sola;Medico;Viudo/a;1320;36;M
51581153;Ines Riera Galan;Plomero;Soltero/a;1158;20;F
61202969;Maria Carmen Carrillo;Tecnico de laboratorio;Viudo/a;2508;33;M
1153194;Ester de Nicolau;Contador;Soltero/a;4315;64;M
96374441;Irene Corral Alcolea;Futbolista;Soltero/a;9764;60;M
76666852;Fabian Pazos Romeu;Biotecnologo;Viudo/a;7089;28;M
98513993;Susanita Elisabet Sarabia Marcos;Medico;Casado/a;1346;70;M
51087542;Marta Escalona Acevedo;Arquitecto;Casado/a;1927;61;F
42262090;Albert Lujan Baez;Bombero;Divorciado/a;4363;69;M
95451915;Rosalina Estevez Arenas;Disenador;Casado/a;5933;74;M
89231148;Bautista Jauregui Galan;Programador;Divorciado/a;7175;79;F
81819299;Custodio Herrera Pujol;Ingeniero;Divorciado/a;6954;32;M
7730358;Belen Moreno Aliaga;Carpintero;Viudo/a;1001;22;F
25756403;Reyna Robledo Amaya;Agricultor;Divorciado/a;2012;25;F
57886818;Duilio Checa Bayo;Chef;Casado/a;3272;74;M
10114700;Wilfredo Fuertes;Bombero;Casado/a;1439;75;F
40936117;Tomas Ayuso Arrieta;Programador;Casado/a;15360;43;F
12295338;Xavier Santamaria Requena;Veterinario;Casado/a;2505;19;F
84977359;Javier Salcedo Mir;Consultor;Casado/a;8905;40;M
27937719;Heliodoro Vergara Coello;Gerente;Casado/a;6823;50;F
87528066;Ariel Miralles-Montes;Fotografo;Soltero/a;7848;66;M
62262252;Purificacion Baron;Policia;Divorciado/a;11543;33;F
55287968;Jose Salazar;Abogado;Divorciado/a;7168;52;M
30934937;Noelia Penalver Araujo;Enfermero;Casado/a;6374;45;F
21393531;Adela de Bauza;Enfermero;Soltero/a;4944;78;M
50472388;Purificacion Iborra;Analista de datos;Casado/a;8365;24;F
13755654;Alba del Barcelo;Contador;Casado/a;1725;74;M
94411815;Florentino Roma Vizcaino;Biotecnologo;Viudo/a;5036;52;M
35334065;Isidoro Vicens;Plomero;Soltero/a;16606;27;F
30117801;Brunilda Lago;Arquitecto;Soltero/a;1168;69;F
60518283;Ruperto Vila;Bombero;Soltero/a;1544;77;F
35888461;Maria Teresa Aviles Vigil;Actor;Divorciado/a;6807;29;M
20060150;Veronica Calderon Falco;Psicologo;Casado/a;2793;78;M
54100417;German Novoa;Abogado;Divorciado/a;16071;66;M
90114084;Paco Esteban;Analista de datos;Soltero/a;3570;49;M
76200177;Eugenia Pellicer;Fotografo;Divorciado/a;3918;55;M
1905283;Rufino Pujol Diez;Medico;Viudo/a;1478;25;M
16203592;Magdalena Bolanos Boada;Bombero;Casado/a;7841;39;F
62882171;Abilio de Sotelo;Plomero;Divorciado/a;1162;47;M
63810421;Aureliano Navarro Quevedo;Carpintero;Casado/a;14000;27;F
46154878;Fatima Aparicio Bermejo;Analista de datos;Casado/a;7296;32;F
53062113;Leire Mosquera Ayala;Psicologo;Viudo/a;1209;79;F
22170873;Pepe Pages Gimenez;Bombero;Divorciado/a;8051;22;F
9788362;Felix de Sarabia;Enfermero;Soltero/a;1141;39;F
10680039;Guadalupe Tovar Montoya;Ingeniero;Soltero/a;1095;37;F
179851;Gabriela Canas Soler;Policia;Soltero/a;15183;60;F
63632798;Pablo Jorge Aleman Mendoza;Programador;Casado/a;7347;68;F
71971842;Oriana Marin Pina;Cientifico;Divorciado/a;2999;34;F
92528364;Calisto Canovas Pera;Ingeniero;Divorciado/a;1980;65;M
86362714;Anita Romeu Lucena;Enfermero;Divorciado/a;3283;72;M
56588059;Eugenio Quintanilla Esparza;Actor;Divorciado/a;9645;24;M
71335010;Manolo Puig Blanes;Policia;Casado/a;1892;46;F
11133759;Florentina Sebastian Lucena;Disenador;Casado/a;7706;66;F
37061737;Fernando Cazorla Urena;Carpintero;Divorciado/a;2705;57;M
34552681;Anacleto Luz Olive;Tecnico de laboratorio;Casado/a;8384;53;F
70410638;Nicolasa Urrutia Izaguirre;Futbolista;Viudo/a;2545;40;M
65501569;Yaiza Atienza Alvarez;Agricultor;Viudo/a;1383;21;M
97567345;Amparo Ferreras;Contador;Soltero/a;4844;20;F
88321170;Damian Duarte Pardo;Consultor;Viudo/a;6228;40;M
16428028;Eufemia Reguera-Tejera;Futbolista;Divorciado/a;9771;31;F
84510402;Benigno Egea Giron;Arquitecto;Divorciado/a;10253;42;F
17870981;Ezequiel del Mendizabal;Actor;Divorciado/a;4177;58;M
77589870;Florencio Revilla Tellez;Biotecnologo;Soltero/a;9704;65;F
81043449;Jose Angel Jose Ramon Carretero Diez;Plomero;Casado/a;3352;38;M
29710031;Pelayo Guitart-Urena;Fotografo;Soltero/a;1024;39;M
52706260;Anacleto Llado Valencia;Psicologo;Casado/a;16093;52;M
63778510;Marcia Tamayo Gimeno;Biotecnologo;Viudo/a;11752;67;M
5979003;Eleuterio Escriva Fernandez;Cientifico;Casado/a;10103;56;M
69402832;Aitana Nadia Arnaiz Rojas;Actor;Soltero/a;14172;40;F
78427455;Paola Madrid;Disenador;Soltero/a;4072;32;F
38637011;Cornelio Rossello-Baquero;Docente;Divorciado/a;8660;68;F
35754426;Pepito Ribes Valle;Actor;Soltero/a;5217;80;M
23255736;Candela Marquez Duenas;Tecnico de laboratorio;Viudo/a;1726;19;M
56825628;Reynaldo Llamas;Gerente;Viudo/a;12330;78;M
87381934;Nieves Amador;Ingeniero;Viudo/a;5677;63;F
68545612;Rosalva Guijarro;Contador;Divorciado/a;12203;45;M
23809752;Pia Villalobos Vilaplana;Arquitecto;Divorciado/a;13191;70;F
60850874;Teobaldo Nevado-Sanjuan;Consultor;Divorciado/a;2105;76;F
69096326;Jeronimo Enrique Valenzuela Benitez;Cientifico;Soltero/a;1097;23;F
80370377;Marciano del Rico;Veterinario;Casado/a;13693;64;F
95060932;Barbara Casares Suarez;Arquitecto;Viudo/a;1888;43;F
6696338;Placido Moll;Agricultor;Viudo/a;8081;72;M
28693960;Concepcion Sales Anglada;Bombero;Casado/a;2276;64;M
66480045;Aaron Estevez;Psicologo;Viudo/a;3920;30;F
69304313;Trinidad Mercedes Sala Giner;Fotografo;Viudo/a;4873;72;F
98695470;Almudena Tomas Cuervo;Plomero;Soltero/a;3754;49;M
97328611;Carmen Becerra Tejedor;Arquitecto;Viudo/a;9602;28;F
75837272;Rogelio Franco Roldan;Fotografo;Casado/a;9720;80;M
86633964;Estrella Sarita Bernal Asenjo;Comerciante;Viudo/a;9867;55;F
2679861;Emilia Ballester;Docente;Soltero/a;1534;18;M
21986424;Cecilia Quiroga Marti;Carpintero;Casado/a;3046;18;M
25203345;Tecla Monreal;Programador;Soltero/a;15499;19;F
86296611;Tristan Palmer Torre;Psicologo;Divorciado/a;5790;63;F
14148263;Fernanda Morillo;Bombero;Soltero/a;3693;34;F
54392120;Reyna del Fajardo;Futbolista;Casado/a;11398;59;F
41668151;Azahara Canovas Ochoa;Veterinario;Viudo/a;8817;38;M
48829861;Rosalinda Eloisa Farre Jimenez;Cientifico;Divorciado/a;11459;62;F
76030239;Teobaldo Herranz Camacho;Comerciante;Casado/a;4054;20;M
38728522;Edelmiro de Barros;Comerciante;Viudo/a;2096;60;M
75800685;Celso Casal Juarez;Psicologo;Casado/a;2029;57;M
84387423;Roberta Guerrero Carrion;Gerente;Viudo/a;9895;71;F
47692290;Carina Frutos Carreno;Abogado;Soltero/a;15760;72;F
70673217;Marisela Victoria Ledesma Aragon;Actor;Soltero/a;4213;55;F
49917879;Blanca Gallego Garrido;Futbolista;Viudo/a;7233;61;M
27759928;Joel Contreras-Herrero;Cientifico;Divorciado/a;18359;41;M
36747099;Rodolfo Mari Bravo;Arquitecto;Casado/a;3738;60;F
43689067;Heraclio Roura Marino;Programador;Viudo/a;3249;43;M
19407650;Curro del Aguirre;Arquitecto;Soltero/a;3944;38;M
84038212;Visitacion Herranz Jodar;Arquitecto;Viudo/a;5484;45;M
75241036;Josep Palomares;Futbolista;Divorciado/a;4471;72;M
42523475;Pedro Marquez-Llamas;Cientifico;Soltero/a;19866;21;M
82680454;Emigdio Sabater Canovas;Bombero;Casado/a;2606;60;M
43426424;Nicanor Larranaga Llobet;Docente;Casado/a;6390;31;F
67239891;Lope Neira Arranz;Tecnico de laboratorio;Soltero/a;7684;60;F
29275810;Lupe Carreras Francisco;Gerente;Casado/a;2013;33;F
70323753;Iban Morales Llorens;Medico;Viudo/a;1412;34;F
37193239;Javi Duque Trujillo;Arquitecto;Viudo/a;8232;50;M
28585724;Eufemia Ferrandiz Benavides;Veterinario;Casado/a;8643;25;F
42944716;Clara Luna Esteve;Electricista;Viudo/a;8240;75;F
41641908;Juan Jose Bauza Garcia;Gerente;Soltero/a;12749;72;M
65761412;Angelino Batalla Porras;Medico;Casado/a;10255;20;F
6503361;Emiliana Sainz Arteaga;Arquitecto;Divorciado/a;7672;38;M
17602493;Guadalupe Pastor;Agricultor;Divorciado/a;5065;62;F
22036117;Nicolasa Perello Bernal;Enfermero;Divorciado/a;1522;59;F
67736884;Dimas Cortes-Cifuentes;Docente;Soltero/a;5585;27;F
99534837;Clara Aguila Pineiro;Plomero;Divorciado/a;2483;68;F
10762142;Vasco Mascaro;Psicologo;Divorciado/a;10425;35;M
19473100;Prudencio Collado;Cantante;Divorciado/a;2406;36;M
94803380;Jose Maria Zapata Gras;Agricultor;Soltero/a;5526;27;M
38825657;Lilia Silva Jover;Medico;Casado/a;1368;27;F
96758603;Candida Pena Baro;Carpintero;Viudo/a;1902;24;F
91401750;Priscila Jurado Vazquez;Carpintero;Viudo/a;2885;74;F
24151690;Herminia Contreras Quintanilla;Chef;Casado/a;2011;64;M
16104229;Felicia Torrent Balaguer;Contador;Casado/a;8784;21;M
57939048;Natividad Jimena Herrera Briones;Programador;Casado/a;2684;68;F
12498677;Tomasa Osorio Fernandez;Ingeniero;Soltero/a;6176;69;F
62728781;Marcelo Villar Torrecilla;Futbolista;Divorciado/a;6274;76;F
72839596;Coral Aparicio Escolano;Ingeniero;Divorciado/a;3365;53;F
41043232;Josefa Codina Hurtado;Marketing Digital;Divorciado/a;17868;69;M
6875799;Jose Antonio Azorin Valdes;Veterinario;Soltero/a;6876;25;M
69697047;Silvio Villaverde-Casals;Agricultor;Casado/a;2390;50;M
53638829;Eva Mari;Agricultor;Soltero/a;2785;78;M
42291824;Mariano Esparza;Policia;Soltero/a;1018;42;F
5898329;Merche Palma Marcos;Veterinario;Divorciado/a;3630;68;F
19264768;Tristan Maximo Peiro Sancho;Tecnico de laboratorio;Soltero/a;7561;80;F
54882149;Maura Hervas-Lillo;Programador;Viudo/a;5154;73;F
95125680;Perlita Salvador Maldonado;Docente;Viudo/a;1047;35;F
28969991;Sandalio Losada Sainz;Biotecnologo;Divorciado/a;1881;47;F
76820288;Emigdio Pozo Macias;Veterinario;Soltero/a;1404;55;M
61488246;Marita Roldan Cases;Bombero;Divorciado/a;18126;32;F
75967444;Bonifacio Infante-Sainz;Electricista;Viudo/a;4521;48;F
36167726;Manuela de Exposito;Veterinario;Divorciado/a;10061;76;M
59973640;Apolinar Marquez Vizcaino;Medico;Casado/a;9218;54;M
18538169;Olivia Morcillo Correa;Contador;Soltero/a;1814;79;M
50062982;Albano del Rocamora;Bombero;Casado/a;1761;27;M
46819502;Jose Antonio Bas Gil;Futbolista;Divorciado/a;10343;54;M
57125754;Maite Pelaez Gabaldon;Enfermero;Soltero/a;6981;39;M
79485016;Esmeralda Begona Manzanares Lloret;Carpintero;Soltero/a;18003;55;F
83460123;Abel Gallardo Manso;Policia;Casado/a;2391;80;F
4941525;Gabino Lozano Davila;Fotografo;Soltero/a;7604;43;F
95656825;Trinidad Nogues;Cientifico;Viudo/a;4922;49;F
17249816;Macaria Cabello;Medico;Casado/a;9883;55;F
88196894;Baltasar Palmer-Elorza;Cantante;Casado/a;3843;43;M
53768185;Antonia Valenzuela Manuel;Biotecnologo;Casado/a;1722;24;M
67834258;Flavio Baena Olive;Carpintero;Viudo/a;3954;66;M
41905574;Marcio Olegario Teruel Escolano;Medico;Soltero/a;12434;59;M
62436268;Carmina Carpio Llopis;Chef;Soltero/a;3842;67;F
34444863;Jose Luis Pena Domenech;Plomero;Casado/a;12559;22;M
57156283;Adelina Sarmiento Jodar;Analista de datos;Soltero/a;8866;41;F
11055721;Olivia del Sebastian;Programador;Viudo/a;2867;46;F
38222547;Fernanda Ileana Torre Palomares;Medico;Casado/a;9998;66;F
40977787;Alfredo Carpio Villena;Biotecnologo;Soltero/a;16703;23;M
24145102;Azucena Roman Santana;Plomero;Divorciado/a;7260;25;F
36498454;Jose Antonio Redondo-Pons;Tecnico de laboratorio;Divorciado/a;1016;60;M
89330702;Cristian Carrera Benitez;Gerente;Viudo/a;1335;50;M
9490712;Baldomero Calvet-Maldonado;Contador;Casado/a;9948;72;M
43888794;Alondra Pelayo;Comerciante;Divorciado/a;1383;41;M
49653648;Juan Manuel de Blanca;Enfermero;Viudo/a;2753;70;F
70261300;Saturnino Roman Barco;Cantante;Viudo/a;1568;22;F
91540951;Virgilio Contreras Salva;Psicologo;Soltero/a;12368;76;M
35835067;Reina Albero Olivera;Marketing Digital;Divorciado/a;4357;57;F
79888359;Saturnino del Farre;Plomero;Divorciado/a;16460;36;F
65877850;Rene Benjamin Perales Fabra;Biotecnologo;Viudo/a;1159;75;M
52963735;Roxana de Bejarano;Agricultor;Casado/a;4768;25;F
44653768;Vanesa Esteve Pazos;Veterinario;Soltero/a;11936;51;F
90260768;Angelita Espada Llabres;Abogado;Casado/a;1244;46;F
52673800;Paulina Davila Gaya;Contador;Viudo/a;7042;34;F
77732730;Jose Francisco Benet Coronado;Consultor;Divorciado/a;3648;73;M
31027732;Eutropio Manzanares Gras;Tecnico de laboratorio;Viudo/a;18891;40;M
86710623;Virginia Olmedo Mercader;Ingeniero;Soltero/a;10898;35;M
6805941;Irma Luz Coronado;Actor;Soltero/a;7609;76;M
50635460;Arsenio Ripoll-Sainz;Marketing Digital;Casado/a;13269;19;M
94651160;Nicodemo Roma Bayona;Agricultor;Casado/a;9418;74;F
20366753;Carmelo Novoa Marin;Actor;Divorciado/a;16569;63;M
77840377;Marisol Echevarria Buendia;Arquitecto;Divorciado/a;1332;37;M
79451878;Martirio de Aguilo;Policia;Casado/a;1600;31;M
8640709;Ligia Bosch Mosquera;Gerente;Divorciado/a;5238;48;M
51032430;Calisto Roma Pablo;Comerciante;Divorciado/a;3456;25;F
52907303;Ruperto Prat-Llado;Biotecnologo;Viudo/a;8740;44;F
98228633;Teodosio Porcel Plaza;Tecnico de laboratorio;Casado/a;2002;72;F
59445967;Nieves Lara Estevez;Electricista;Viudo/a;11291;61;F
19941810;Hernan Amaya Nevado;Docente;Casado/a;2671;77;M
65028874;Tiburcio Moya Arellano;Enfermero;Viudo/a;8390;63;M
4151259;Andres Felipe Ojeda Camino;Analista de datos;Casado/a;7883;74;F
48629385;Herminia Alvaro Flores;Contador;Soltero/a;3063;67;M
97189286;Jacinto Muro Herrero;Plomero;Soltero/a;8710;29;M
20850219;Calista Abril Cuellar;Futbolista;Viudo/a;7335;19;F
8624992;Rosendo Casares Otero;Abogado;Viudo/a;1087;19;F
48565152;Narcisa de Oller;Agricultor;Casado/a;13335;41;M
902237;Noe Santos Vaquero;Marketing Digital;Viudo/a;6675;37;F
63294071;Camilo Arranz Sanchez;Biotecnologo;Divorciado/a;1751;35;F
34964340;Humberto Nunez Bastida;Futbolista;Viudo/a;4388;73;M
66948445;Roque Palomar Jurado;Enfermero;Casado/a;6696;64;F
61555074;Eusebia Jaen Oliver;Carpintero;Casado/a;3539;20;M
16842186;Natividad Roca Merino;Futbolista;Soltero/a;2102;20;M
21008657;Aura Moliner Marti;Comerciante;Viudo/a;6160;43;F
77890291;Kike Moreno Rodrigo;Bombero;Divorciado/a;4914;63;M
2545695;Purificacion Salom Tapia;Gerente;Viudo/a;15531;62;F
9111808;Jose Maria Bolanos Cervantes;Arquitecto;Soltero/a;9204;19;M
91992443;Tecla Barreda Planas;Electricista;Divorciado/a;19232;30;F
97820932;Humberto Guardiola-Frias;Disenador;Soltero/a;9229;64;F
95710969;Gregorio Lobato Elias;Chef;Viudo/a;1355;54;F
75569235;Lisandro Casas Andres;Marketing Digital;Viudo/a;3684;34;M
41999781;Luisa Rios Benavides;Actor;Soltero/a;5142;42;F
97170242;Narcisa Caparros Esteban;Medico;Viudo/a;8142;74;F
70335631;Rolando Ferran Mascaro;Programador;Divorciado/a;8613;41;F
42138118;Teresa de Ballester;Marketing Digital;Soltero/a;3741;75;M
